Periodicity;Year;Month;Quarter;Transactions / Sales;Sector;Value in different units;Date_Object;Date;Name
Monthly;2019;MAR;;Public Utilities;Number of Transactions;1071.022;2019-03-01;MAR 2019;Public Utilities :  Number of Transactions
Monthly;2019;MAY;;Public Utilities;Number of Transactions;1219.179;2019-05-01;MAY 2019;Public Utilities :  Number of Transactions
Monthly;2019;NOV;;Public Utilities;Number of Transactions;2135.968;2019-11-01;NOV 2019;Public Utilities :  Number of Transactions
Monthly;2019;FEB;;Public Utilities;Sales;217098.33177;2019-02-01;FEB 2019;Public Utilities :  Sales
Monthly;2019;MAY;;Public Utilities;Sales;281471.5487;2019-05-01;MAY 2019;Public Utilities :  Sales
Monthly;2019;DEC;;Public Utilities;Sales;316192.791979999;2019-12-01;DEC 2019;Public Utilities :  Sales
Monthly;2019;JUN;;Others;Number of Transactions;10830.075;2019-06-01;JUN 2019;Others :  Number of Transactions
Monthly;2019;AUG;;Others;Number of Transactions;17422.591;2019-08-01;AUG 2019;Others :  Number of Transactions
Monthly;2019;DEC;;Others;Number of Transactions;29141.584;2019-12-01;DEC 2019;Others :  Number of Transactions
Monthly;2019;JUN;;Others;Sales;2287362.95188809;2019-06-01;JUN 2019;Others :  Sales
Monthly;2019;DEC;;Others;Sales;3883218.99040105;2019-12-01;DEC 2019;Others :  Sales
Monthly;2019;APR;;Total;Sales;24128728.067;2019-04-01;APR 2019;Total :  Sales
Annually;2019;;;Transportation;Number of Transactions;28145.646;2019-01-01;2019;Transportation :  Number of Transactions
Annually;2019;;;Miscellaneous Goods and Services;Sales;28658831.6621397;2019-01-01;2019;Miscellaneous Goods and Services :  Sales
Annually;2019;;;Education;Number of Transactions;2669.751;2019-01-01;2019;Education :  Number of Transactions
Annually;2019;;;Others;Number of Transactions;214597.08;2019-01-01;2019;Others :  Number of Transactions
Quarterly;2019;;Q1;Transportation;Number of Transactions;5732.149;2019-01-01;Q1 2019;Transportation :  Number of Transactions
Quarterly;2019;;Q2;Transportation;Number of Transactions;6356.541;2019-04-01;Q2 2019;Transportation :  Number of Transactions
Quarterly;2019;;Q4;Transportation;Number of Transactions;8590.883;2019-10-01;Q4 2019;Transportation :  Number of Transactions
Quarterly;2019;;Q2;Transportation;Sales;5223854.02911999;2019-04-01;Q2 2019;Transportation :  Sales
Quarterly;2019;;Q1;Restaurants & Café;Number of Transactions;94160.986;2019-01-01;Q1 2019;Restaurants & Café :  Number of Transactions
Quarterly;2019;;Q3;Restaurants & Café;Number of Transactions;125575.996;2019-07-01;Q3 2019;Restaurants & Café :  Number of Transactions
Quarterly;2019;;Q4;Restaurants & Café;Number of Transactions;156297.329;2019-10-01;Q4 2019;Restaurants & Café :  Number of Transactions
Quarterly;2019;;Q2;Restaurants & Café;Sales;6788614.81816989;2019-04-01;Q2 2019;Restaurants & Café :  Sales
Quarterly;2019;;Q4;Restaurants & Café;Sales;8719339.65691018;2019-10-01;Q4 2019;Restaurants & Café :  Sales
Quarterly;2019;;Q1;Beverage and Food;Sales;8385151.25567003;2019-01-01;Q1 2019;Beverage and Food :  Sales
Quarterly;2019;;Q2;Clothing and Footwear;Number of Transactions;40304.068;2019-04-01;Q2 2019;Clothing and Footwear :  Number of Transactions
Quarterly;2019;;Q2;Clothing and Footwear;Sales;9884866.21909078;2019-04-01;Q2 2019;Clothing and Footwear :  Sales
Quarterly;2019;;Q1;Recreation and Culture;Number of Transactions;9838.128;2019-01-01;Q1 2019;Recreation and Culture :  Number of Transactions
Quarterly;2019;;Q4;Recreation and Culture;Number of Transactions;13419.58;2019-10-01;Q4 2019;Recreation and Culture :  Number of Transactions
Quarterly;2019;;Q1;Recreation and Culture;Sales;2544126.74072999;2019-01-01;Q1 2019;Recreation and Culture :  Sales
Quarterly;2019;;Q1;Miscellaneous Goods and Services;Number of Transactions;12853.538;2019-01-01;Q1 2019;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2019;;Q2;Miscellaneous Goods and Services;Number of Transactions;13767.026;2019-04-01;Q2 2019;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2019;;Q4;Miscellaneous Goods and Services;Number of Transactions;18940.955;2019-10-01;Q4 2019;Miscellaneous Goods and Services :  Number of Transactions
Quarterly;2019;;Q2;Miscellaneous Goods and Services;Sales;6897927.01141995;2019-04-01;Q2 2019;Miscellaneous Goods and Services :  Sales
Quarterly;2019;;Q3;Miscellaneous Goods and Services;Sales;7076839.42438995;2019-07-01;Q3 2019;Miscellaneous Goods and Services :  Sales
Quarterly;2019;;Q1;Furniture;Sales;2505552.65259997;2019-01-01;Q1 2019;Furniture :  Sales
Quarterly;2019;;Q2;Furniture;Sales;2862417.59594997;2019-04-01;Q2 2019;Furniture :  Sales
Quarterly;2019;;Q3;Furniture;Sales;2802175.23706998;2019-07-01;Q3 2019;Furniture :  Sales
Quarterly;2019;;Q1;Construction & Building Materials;Number of Transactions;3168.685;2019-01-01;Q1 2019;Construction & Building Materials :  Number of Transactions
Quarterly;2019;;Q1;Construction & Building Materials;Sales;3155011.97233997;2019-01-01;Q1 2019;Construction & Building Materials :  Sales
Quarterly;2019;;Q1;Jewelry;Number of Transactions;1997.504;2019-01-01;Q1 2019;Jewelry :  Number of Transactions
Quarterly;2019;;Q2;Jewelry;Number of Transactions;2947.4;2019-04-01;Q2 2019;Jewelry :  Number of Transactions
Quarterly;2019;;Q1;Jewelry;Sales;2929264.95099995;2019-01-01;Q1 2019;Jewelry :  Sales
Quarterly;2019;;Q2;Jewelry;Sales;4044695.55278996;2019-04-01;Q2 2019;Jewelry :  Sales
Quarterly;2019;;Q1;Telecommunication;Number of Transactions;1426.211;2019-01-01;Q1 2019;Telecommunication :  Number of Transactions
Quarterly;2019;;Q1;Telecommunication;Sales;446954.44524;2019-01-01;Q1 2019;Telecommunication :  Sales
Quarterly;2019;;Q2;Telecommunication;Sales;486539.95223;2019-04-01;Q2 2019;Telecommunication :  Sales
Quarterly;2019;;Q3;Education;Number of Transactions;832.792;2019-07-01;Q3 2019;Education :  Number of Transactions
Quarterly;2019;;Q2;Public Utilities;Number of Transactions;3488.851;2019-04-01;Q2 2019;Public Utilities :  Number of Transactions
Quarterly;2019;;Q4;Public Utilities;Number of Transactions;6534.449;2019-10-01;Q4 2019;Public Utilities :  Number of Transactions
Quarterly;2019;;Q3;Public Utilities;Sales;883824.317619996;2019-07-01;Q3 2019;Public Utilities :  Sales
Quarterly;2019;;Q4;Public Utilities;Sales;961369.452829997;2019-10-01;Q4 2019;Public Utilities :  Sales
Quarterly;2019;;Q2;Others;Number of Transactions;44551.687;2019-04-01;Q2 2019;Others :  Number of Transactions
Quarterly;2019;;Q3;Others;Number of Transactions;51164.581;2019-07-01;Q3 2019;Others :  Number of Transactions
Quarterly;2019;;Q2;Total;Number of Transactions;362372.235;2019-04-01;Q2 2019;Total :  Number of Transactions
Monthly;2019;FEB;;Transportation;Number of Transactions;1746.701;2019-02-01;FEB 2019;Transportation :  Number of Transactions
Monthly;2019;SEP;;Transportation;Number of Transactions;2573.871;2019-09-01;SEP 2019;Transportation :  Number of Transactions
Monthly;2019;JAN;;Transportation;Sales;1550703.80265999;2019-01-01;JAN 2019;Transportation :  Sales
Monthly;2019;MAR;;Transportation;Sales;1655389.90953999;2019-03-01;MAR 2019;Transportation :  Sales
Monthly;2019;OCT;;Transportation;Sales;1895700.35976999;2019-10-01;OCT 2019;Transportation :  Sales
Monthly;2019;MAR;;Health;Number of Transactions;14027.252;2019-03-01;MAR 2019;Health :  Number of Transactions
Monthly;2019;APR;;Health;Number of Transactions;12804.398;2019-04-01;APR 2019;Health :  Number of Transactions
Monthly;2019;SEP;;Health;Number of Transactions;15053.449;2019-09-01;SEP 2019;Health :  Number of Transactions
Monthly;2019;JAN;;Health;Sales;1973117.29363999;2019-01-01;JAN 2019;Health :  Sales
Monthly;2019;APR;;Health;Sales;2009108.47987999;2019-04-01;APR 2019;Health :  Sales
Monthly;2019;JUN;;Health;Sales;1795911.03987;2019-06-01;JUN 2019;Health :  Sales
Monthly;2019;OCT;;Health;Sales;2252452.75874;2019-10-01;OCT 2019;Health :  Sales
Monthly;2019;JAN;;Restaurants & Café;Number of Transactions;29663.872;2019-01-01;JAN 2019;Restaurants & Café :  Number of Transactions
Monthly;2019;MAR;;Restaurants & Café;Sales;2385470.64784991;2019-03-01;MAR 2019;Restaurants & Café :  Sales
Monthly;2019;MAY;;Restaurants & Café;Sales;2011839.923;2019-05-01;MAY 2019;Restaurants & Café :  Sales
Monthly;2019;AUG;;Restaurants & Café;Sales;2560806.74572996;2019-08-01;AUG 2019;Restaurants & Café :  Sales
Monthly;2019;NOV;;Restaurants & Café;Sales;2849080.79050005;2019-11-01;NOV 2019;Restaurants & Café :  Sales
Monthly;2019;APR;;Hotels;Number of Transactions;1025.882;2019-04-01;APR 2019;Hotels :  Number of Transactions
Monthly;2019;MAY;;Hotels;Number of Transactions;1105.78;2019-05-01;MAY 2019;Hotels :  Number of Transactions
Monthly;2019;JUN;;Hotels;Number of Transactions;1333.953;2019-06-01;JUN 2019;Hotels :  Number of Transactions
Monthly;2019;JUL;;Hotels;Number of Transactions;1451.638;2019-07-01;JUL 2019;Hotels :  Number of Transactions
Monthly;2019;JAN;;Hotels;Sales;685241.502309993;2019-01-01;JAN 2019;Hotels :  Sales
Monthly;2019;FEB;;Hotels;Sales;1144949.11937999;2019-02-01;FEB 2019;Hotels :  Sales
Monthly;2019;JUL;;Hotels;Sales;733104.809289992;2019-07-01;JUL 2019;Hotels :  Sales
Monthly;2019;OCT;;Hotels;Sales;689406.686279995;2019-10-01;OCT 2019;Hotels :  Sales
Monthly;2019;APR;;Beverage and Food;Number of Transactions;28642.083;2019-04-01;APR 2019;Beverage and Food :  Number of Transactions
Monthly;2019;OCT;;Beverage and Food;Number of Transactions;40409.243;2019-10-01;OCT 2019;Beverage and Food :  Number of Transactions
Monthly;2019;DEC;;Beverage and Food;Number of Transactions;41426.653;2019-12-01;DEC 2019;Beverage and Food :  Number of Transactions
Monthly;2019;JAN;;Beverage and Food;Sales;2802871.73020001;2019-01-01;JAN 2019;Beverage and Food :  Sales
Monthly;2019;FEB;;Beverage and Food;Sales;2530199.89780999;2019-02-01;FEB 2019;Beverage and Food :  Sales
Monthly;2019;MAR;;Beverage and Food;Sales;3052079.62766003;2019-03-01;MAR 2019;Beverage and Food :  Sales
Monthly;2019;AUG;;Beverage and Food;Sales;3059998.13198006;2019-08-01;AUG 2019;Beverage and Food :  Sales
Monthly;2019;SEP;;Beverage and Food;Sales;3275251.82032009;2019-09-01;SEP 2019;Beverage and Food :  Sales
Monthly;2019;NOV;;Beverage and Food;Sales;3408177.83615005;2019-11-01;NOV 2019;Beverage and Food :  Sales
Monthly;2019;FEB;;Clothing and Footwear;Number of Transactions;7588.253;2019-02-01;FEB 2019;Clothing and Footwear :  Number of Transactions
Monthly;2019;MAR;;Clothing and Footwear;Number of Transactions;10263.027;2019-03-01;MAR 2019;Clothing and Footwear :  Number of Transactions
Monthly;2019;APR;;Clothing and Footwear;Number of Transactions;11237.533;2019-04-01;APR 2019;Clothing and Footwear :  Number of Transactions
Monthly;2019;MAY;;Clothing and Footwear;Number of Transactions;18462.463;2019-05-01;MAY 2019;Clothing and Footwear :  Number of Transactions
Monthly;2019;FEB;;Clothing and Footwear;Sales;1669056.65481991;2019-02-01;FEB 2019;Clothing and Footwear :  Sales
Monthly;2019;JUN;;Clothing and Footwear;Sales;2338217.16684996;2019-06-01;JUN 2019;Clothing and Footwear :  Sales
Monthly;2019;OCT;;Clothing and Footwear;Sales;2067083.93083993;2019-10-01;OCT 2019;Clothing and Footwear :  Sales
Monthly;2019;NOV;;Clothing and Footwear;Sales;2777696.3323802;2019-11-01;NOV 2019;Clothing and Footwear :  Sales
Monthly;2019;DEC;;Clothing and Footwear;Sales;2743524.04536011;2019-12-01;DEC 2019;Clothing and Footwear :  Sales
Monthly;2019;FEB;;Recreation and Culture;Number of Transactions;2859.138;2019-02-01;FEB 2019;Recreation and Culture :  Number of Transactions
Monthly;2019;NOV;;Recreation and Culture;Sales;965242.531879996;2019-11-01;NOV 2019;Recreation and Culture :  Sales
Monthly;2019;DEC;;Recreation and Culture;Sales;1085701.17393;2019-12-01;DEC 2019;Recreation and Culture :  Sales
Monthly;2019;APR;;Miscellaneous Goods and Services;Number of Transactions;4584.009;2019-04-01;APR 2019;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2019;JUL;;Miscellaneous Goods and Services;Number of Transactions;4977.98;2019-07-01;JUL 2019;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2019;AUG;;Miscellaneous Goods and Services;Number of Transactions;5050.562;2019-08-01;AUG 2019;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2019;JAN;;Miscellaneous Goods and Services;Sales;2290039.32895997;2019-01-01;JAN 2019;Miscellaneous Goods and Services :  Sales
Monthly;2019;JAN;;Electronic & Electric Devices;Number of Transactions;1241.911;2019-01-01;JAN 2019;Electronic & Electric Devices :  Number of Transactions
Monthly;2019;MAY;;Electronic & Electric Devices;Number of Transactions;1638.598;2019-05-01;MAY 2019;Electronic & Electric Devices :  Number of Transactions
Monthly;2019;JUN;;Electronic & Electric Devices;Number of Transactions;1424.409;2019-06-01;JUN 2019;Electronic & Electric Devices :  Number of Transactions
Monthly;2019;SEP;;Electronic & Electric Devices;Number of Transactions;1792.463;2019-09-01;SEP 2019;Electronic & Electric Devices :  Number of Transactions
Monthly;2019;APR;;Electronic & Electric Devices;Sales;865057.67151999;2019-04-01;APR 2019;Electronic & Electric Devices :  Sales
Monthly;2019;JUN;;Electronic & Electric Devices;Sales;832193.855949992;2019-06-01;JUN 2019;Electronic & Electric Devices :  Sales
Monthly;2019;APR;;Furniture;Number of Transactions;1549.739;2019-04-01;APR 2019;Furniture :  Number of Transactions
Monthly;2019;JUL;;Furniture;Number of Transactions;1530.457;2019-07-01;JUL 2019;Furniture :  Number of Transactions
Monthly;2019;AUG;;Furniture;Sales;829737.26019999;2019-08-01;AUG 2019;Furniture :  Sales
Monthly;2019;DEC;;Furniture;Sales;1193816.15495998;2019-12-01;DEC 2019;Furniture :  Sales
Monthly;2019;JUL;;Construction & Building Materials;Number of Transactions;1311.552;2019-07-01;JUL 2019;Construction & Building Materials :  Number of Transactions
Monthly;2019;SEP;;Construction & Building Materials;Number of Transactions;1328.251;2019-09-01;SEP 2019;Construction & Building Materials :  Number of Transactions
Monthly;2019;NOV;;Construction & Building Materials;Number of Transactions;1632.749;2019-11-01;NOV 2019;Construction & Building Materials :  Number of Transactions
Monthly;2019;JAN;;Construction & Building Materials;Sales;1016552.24944999;2019-01-01;JAN 2019;Construction & Building Materials :  Sales
Monthly;2019;MAR;;Construction & Building Materials;Sales;1166672.00337999;2019-03-01;MAR 2019;Construction & Building Materials :  Sales
Monthly;2019;AUG;;Construction & Building Materials;Sales;905328.970419986;2019-08-01;AUG 2019;Construction & Building Materials :  Sales
Monthly;2019;SEP;;Construction & Building Materials;Sales;1097270.17513998;2019-09-01;SEP 2019;Construction & Building Materials :  Sales
Monthly;2019;FEB;;Jewelry;Number of Transactions;574.471;2019-02-01;FEB 2019;Jewelry :  Number of Transactions
Monthly;2019;MAY;;Jewelry;Number of Transactions;1236.534;2019-05-01;MAY 2019;Jewelry :  Number of Transactions
Monthly;2019;JAN;;Jewelry;Sales;885794.064259982;2019-01-01;JAN 2019;Jewelry :  Sales
Monthly;2019;JUN;;Jewelry;Sales;1181050.49189998;2019-06-01;JUN 2019;Jewelry :  Sales
Monthly;2019;AUG;;Jewelry;Sales;864090.620339986;2019-08-01;AUG 2019;Jewelry :  Sales
Monthly;2019;FEB;;Telecommunication;Number of Transactions;429.429;2019-02-01;FEB 2019;Telecommunication :  Number of Transactions
Monthly;2019;SEP;;Telecommunication;Number of Transactions;548.31;2019-09-01;SEP 2019;Telecommunication :  Number of Transactions
Monthly;2019;NOV;;Telecommunication;Number of Transactions;539.437;2019-11-01;NOV 2019;Telecommunication :  Number of Transactions
Monthly;2019;DEC;;Telecommunication;Number of Transactions;589.2;2019-12-01;DEC 2019;Telecommunication :  Number of Transactions
Monthly;2019;JAN;;Telecommunication;Sales;157581.52719;2019-01-01;JAN 2019;Telecommunication :  Sales
Monthly;2019;JUL;;Telecommunication;Sales;154727.29443;2019-07-01;JUL 2019;Telecommunication :  Sales
Monthly;2019;APR;;Education;Number of Transactions;210.882;2019-04-01;APR 2019;Education :  Number of Transactions
Monthly;2019;JUN;;Education;Number of Transactions;110.241;2019-06-01;JUN 2019;Education :  Number of Transactions
Monthly;2019;AUG;;Education;Number of Transactions;291.7;2019-08-01;AUG 2019;Education :  Number of Transactions
Monthly;2019;AUG;;Education;Sales;1248276.30606;2019-08-01;AUG 2019;Education :  Sales
Monthly;2019;DEC;;Education;Sales;591583.264609999;2019-12-01;DEC 2019;Education :  Sales
Monthly;2019;JUN;;Public Utilities;Number of Transactions;1130.382;2019-06-01;JUN 2019;Public Utilities :  Number of Transactions
Monthly;2019;AUG;;Public Utilities;Number of Transactions;1798.428;2019-08-01;AUG 2019;Public Utilities :  Number of Transactions
Monthly;2019;APR;;Public Utilities;Sales;276485.29378;2019-04-01;APR 2019;Public Utilities :  Sales
Monthly;2019;APR;;Others;Number of Transactions;15835.048;2019-04-01;APR 2019;Others :  Number of Transactions
Monthly;2019;NOV;;Others;Number of Transactions;26200.192;2019-11-01;NOV 2019;Others :  Number of Transactions
Monthly;2019;FEB;;Others;Sales;1913528.23765;2019-02-01;FEB 2019;Others :  Sales
Monthly;2019;APR;;Others;Sales;2931348.57069;2019-04-01;APR 2019;Others :  Sales
Monthly;2019;MAY;;Others;Sales;3420845.37787;2019-05-01;MAY 2019;Others :  Sales
Monthly;2019;JUL;;Others;Sales;2723152.89589071;2019-07-01;JUL 2019;Others :  Sales
Monthly;2019;SEP;;Others;Sales;3011663.41221379;2019-09-01;SEP 2019;Others :  Sales
Monthly;2019;JUL;;Total;Number of Transactions;132533.739;2019-07-01;JUL 2019;Total :  Number of Transactions
Monthly;2019;MAR;;Total;Sales;23431926.271;2019-03-01;MAR 2019;Total :  Sales
Monthly;2019;MAY;;Total;Sales;27819738.4881907;2019-05-01;MAY 2019;Total :  Sales
Monthly;2019;JUN;;Total;Sales;20760253.0182279;2019-06-01;JUN 2019;Total :  Sales
Monthly;2019;AUG;;Total;Sales;23758511.7216126;2019-08-01;AUG 2019;Total :  Sales
Monthly;2019;SEP;;Total;Sales;24842705.4997637;2019-09-01;SEP 2019;Total :  Sales
Annually;2019;;;Transportation;Sales;21165524.3950199;2019-01-01;2019;Transportation :  Sales
Annually;2019;;;Health;Sales;24984246.1852099;2019-01-01;2019;Health :  Sales
Annually;2019;;;Restaurants & Café;Number of Transactions;473703.924;2019-01-01;2019;Restaurants & Café :  Number of Transactions
