Periodicity;Year;Month;Quarter;Transactions / Sales;Sector;Value in different units;Date_Object;Date;Name
Monthly;2022;AUG;;Electronic & Electric Devices;Sales;1125608.78591999;2022-08-01;AUG 2022;Electronic & Electric Devices :  Sales
Monthly;2022;MAR;;Furniture;Number of Transactions;5209.966;2022-03-01;MAR 2022;Furniture :  Number of Transactions
Monthly;2022;MAY;;Furniture;Number of Transactions;3517.832;2022-05-01;MAY 2022;Furniture :  Number of Transactions
Monthly;2022;APR;;Furniture;Sales;1608733.93666996;2022-04-01;APR 2022;Furniture :  Sales
Monthly;2022;JUL;;Furniture;Sales;1237341.69743997;2022-07-01;JUL 2022;Furniture :  Sales
Monthly;2022;SEP;;Furniture;Sales;1513597.45886997;2022-09-01;SEP 2022;Furniture :  Sales
Monthly;2022;JUN;;Construction & Building Materials;Number of Transactions;4622.794;2022-06-01;JUN 2022;Construction & Building Materials :  Number of Transactions
Monthly;2022;DEC;;Construction & Building Materials;Sales;1610663.89616994;2022-12-01;DEC 2022;Construction & Building Materials :  Sales
Monthly;2022;FEB;;Jewelry;Number of Transactions;761.939;2022-02-01;FEB 2022;Jewelry :  Number of Transactions
Monthly;2022;SEP;;Jewelry;Number of Transactions;979.158;2022-09-01;SEP 2022;Jewelry :  Number of Transactions
Monthly;2022;OCT;;Jewelry;Number of Transactions;960.512;2022-10-01;OCT 2022;Jewelry :  Number of Transactions
Monthly;2022;SEP;;Jewelry;Sales;1044564.40304999;2022-09-01;SEP 2022;Jewelry :  Sales
Monthly;2022;DEC;;Telecommunication;Number of Transactions;2027.826;2022-12-01;DEC 2022;Telecommunication :  Number of Transactions
Monthly;2022;JUL;;Telecommunication;Sales;390239.531359997;2022-07-01;JUL 2022;Telecommunication :  Sales
Monthly;2022;AUG;;Telecommunication;Sales;410617.297389997;2022-08-01;AUG 2022;Telecommunication :  Sales
Monthly;2022;SEP;;Telecommunication;Sales;408994.272469997;2022-09-01;SEP 2022;Telecommunication :  Sales
Monthly;2022;NOV;;Telecommunication;Sales;413214.498259998;2022-11-01;NOV 2022;Telecommunication :  Sales
Monthly;2022;DEC;;Telecommunication;Sales;414714.192829995;2022-12-01;DEC 2022;Telecommunication :  Sales
Monthly;2022;MAR;;Education;Number of Transactions;566.823;2022-03-01;MAR 2022;Education :  Number of Transactions
Monthly;2022;APR;;Education;Number of Transactions;232.179;2022-04-01;APR 2022;Education :  Number of Transactions
Monthly;2022;MAY;;Education;Number of Transactions;368.22;2022-05-01;MAY 2022;Education :  Number of Transactions
Monthly;2022;JUL;;Education;Number of Transactions;253.24;2022-07-01;JUL 2022;Education :  Number of Transactions
Monthly;2022;OCT;;Education;Number of Transactions;605.911;2022-10-01;OCT 2022;Education :  Number of Transactions
Monthly;2022;DEC;;Education;Number of Transactions;586.228;2022-12-01;DEC 2022;Education :  Number of Transactions
Monthly;2022;JAN;;Education;Sales;657248.831659997;2022-01-01;JAN 2022;Education :  Sales
Monthly;2022;MAR;;Education;Sales;688747.2;2022-03-01;MAR 2022;Education :  Sales
Monthly;2022;APR;;Education;Sales;274274.71952;2022-04-01;APR 2022;Education :  Sales
Monthly;2022;SEP;;Education;Sales;1004555.91184;2022-09-01;SEP 2022;Education :  Sales
Monthly;2022;JAN;;Public Utilities;Number of Transactions;3662.717;2022-01-01;JAN 2022;Public Utilities :  Number of Transactions
Monthly;2022;MAR;;Public Utilities;Number of Transactions;4025.757;2022-03-01;MAR 2022;Public Utilities :  Number of Transactions
Monthly;2022;APR;;Public Utilities;Number of Transactions;4029.851;2022-04-01;APR 2022;Public Utilities :  Number of Transactions
Monthly;2022;MAY;;Public Utilities;Number of Transactions;4326.505;2022-05-01;MAY 2022;Public Utilities :  Number of Transactions
Monthly;2022;JUL;;Public Utilities;Number of Transactions;4870.775;2022-07-01;JUL 2022;Public Utilities :  Number of Transactions
Monthly;2022;JAN;;Public Utilities;Sales;310766.203099997;2022-01-01;JAN 2022;Public Utilities :  Sales
Monthly;2022;AUG;;Public Utilities;Sales;428568.619729993;2022-08-01;AUG 2022;Public Utilities :  Sales
Monthly;2022;SEP;;Public Utilities;Sales;416978.673769996;2022-09-01;SEP 2022;Public Utilities :  Sales
Monthly;2022;DEC;;Public Utilities;Sales;391614.921399996;2022-12-01;DEC 2022;Public Utilities :  Sales
Monthly;2022;JAN;;Others;Number of Transactions;112124.978;2022-01-01;JAN 2022;Others :  Number of Transactions
Monthly;2022;MAY;;Others;Number of Transactions;120858.294;2022-05-01;MAY 2022;Others :  Number of Transactions
Monthly;2022;FEB;;Others;Sales;8078356.11387072;2022-02-01;FEB 2022;Others :  Sales
Monthly;2022;MAR;;Others;Sales;10769036.773;2022-03-01;MAR 2022;Others :  Sales
Monthly;2022;JUN;;Others;Sales;9772542.49014067;2022-06-01;JUN 2022;Others :  Sales
Monthly;2022;JAN;;Total;Number of Transactions;535675.817;2022-01-01;JAN 2022;Total :  Number of Transactions
Monthly;2022;OCT;;Total;Number of Transactions;669108.839;2022-10-01;OCT 2022;Total :  Number of Transactions
Monthly;2022;MAR;;Total;Sales;50997064.379;2022-03-01;MAR 2022;Total :  Sales
Annually;2021;;;Transportation;Number of Transactions;70818.925;2021-01-01;2021;Transportation :  Number of Transactions
Annually;2021;;;Health;Sales;35384736.7452799;2021-01-01;2021;Health :  Sales
Annually;2021;;;Restaurants & Café;Sales;62647545.8259728;2021-01-01;2021;Restaurants & Café :  Sales
Annually;2021;;;Hotels;Number of Transactions;25242.057;2021-01-01;2021;Hotels :  Number of Transactions
Annually;2021;;;Clothing and Footwear;Number of Transactions;220194.417;2021-01-01;2021;Clothing and Footwear :  Number of Transactions
Annually;2021;;;Clothing and Footwear;Sales;38129632.015333;2021-01-01;2021;Clothing and Footwear :  Sales
Annually;2021;;;Electronic & Electric Devices;Sales;14700306.9350398;2021-01-01;2021;Electronic & Electric Devices :  Sales
Annually;2021;;;Construction & Building Materials;Sales;19020449.2337696;2021-01-01;2021;Construction & Building Materials :  Sales
Annually;2021;;;Telecommunication;Number of Transactions;19483.378;2021-01-01;2021;Telecommunication :  Number of Transactions
Annually;2021;;;Telecommunication;Sales;5002676.10304998;2021-01-01;2021;Telecommunication :  Sales
Annually;2021;;;Total;Number of Transactions;5171154.926;2021-01-01;2021;Total :  Number of Transactions
Annually;2021;;;Total;Sales;473258165.579639;2021-01-01;2021;Total :  Sales
Quarterly;2021;;Q2;Transportation;Sales;6363412.26679994;2021-04-01;Q2 2021;Transportation :  Sales
Quarterly;2021;;Q1;Health;Sales;8485425.53293998;2021-01-01;Q1 2021;Health :  Sales
Quarterly;2021;;Q4;Hotels;Number of Transactions;6876.811;2021-10-01;Q4 2021;Hotels :  Number of Transactions
Quarterly;2021;;Q4;Beverage and Food;Sales;18772057.2222796;2021-10-01;Q4 2021;Beverage and Food :  Sales
Quarterly;2021;;Q2;Clothing and Footwear;Number of Transactions;63201.441;2021-04-01;Q2 2021;Clothing and Footwear :  Number of Transactions
Quarterly;2021;;Q4;Clothing and Footwear;Number of Transactions;57534.869;2021-10-01;Q4 2021;Clothing and Footwear :  Number of Transactions
Quarterly;2021;;Q1;Clothing and Footwear;Sales;8175885.69341049;2021-01-01;Q1 2021;Clothing and Footwear :  Sales
Quarterly;2021;;Q3;Clothing and Footwear;Sales;8630564.23713057;2021-07-01;Q3 2021;Clothing and Footwear :  Sales
Quarterly;2021;;Q1;Recreation and Culture;Number of Transactions;19377.27;2021-01-01;Q1 2021;Recreation and Culture :  Number of Transactions
Quarterly;2021;;Q1;Recreation and Culture;Sales;3651260.05681997;2021-01-01;Q1 2021;Recreation and Culture :  Sales
Quarterly;2021;;Q1;Electronic & Electric Devices;Sales;3894465.98311995;2021-01-01;Q1 2021;Electronic & Electric Devices :  Sales
Quarterly;2021;;Q4;Electronic & Electric Devices;Sales;3688682.31676995;2021-10-01;Q4 2021;Electronic & Electric Devices :  Sales
Quarterly;2021;;Q1;Furniture;Number of Transactions;10601.305;2021-01-01;Q1 2021;Furniture :  Number of Transactions
Quarterly;2021;;Q3;Furniture;Sales;4071456.09201995;2021-07-01;Q3 2021;Furniture :  Sales
Quarterly;2021;;Q1;Construction & Building Materials;Number of Transactions;10486.07;2021-01-01;Q1 2021;Construction & Building Materials :  Number of Transactions
Quarterly;2021;;Q2;Construction & Building Materials;Number of Transactions;10719.261;2021-04-01;Q2 2021;Construction & Building Materials :  Number of Transactions
Quarterly;2021;;Q3;Construction & Building Materials;Sales;4335207.21322993;2021-07-01;Q3 2021;Construction & Building Materials :  Sales
Quarterly;2021;;Q1;Jewelry;Sales;3444833.21348995;2021-01-01;Q1 2021;Jewelry :  Sales
Quarterly;2021;;Q3;Jewelry;Sales;2772492.63230998;2021-07-01;Q3 2021;Jewelry :  Sales
Quarterly;2021;;Q1;Telecommunication;Number of Transactions;4113.523;2021-01-01;Q1 2021;Telecommunication :  Number of Transactions
Quarterly;2021;;Q4;Telecommunication;Sales;1297054.19664999;2021-10-01;Q4 2021;Telecommunication :  Sales
Quarterly;2021;;Q2;Others;Number of Transactions;253140.382;2021-04-01;Q2 2021;Others :  Number of Transactions
Quarterly;2021;;Q2;Others;Sales;22846929.2038996;2021-04-01;Q2 2021;Others :  Sales
Quarterly;2021;;Q1;Total;Sales;109165265.83618;2021-01-01;Q1 2021;Total :  Sales
Quarterly;2021;;Q3;Total;Sales;119821617.522626;2021-07-01;Q3 2021;Total :  Sales
Quarterly;2021;;Q4;Total;Sales;126123010.680319;2021-10-01;Q4 2021;Total :  Sales
Monthly;2021;MAR;;Transportation;Number of Transactions;5406.659;2021-03-01;MAR 2021;Transportation :  Number of Transactions
Monthly;2021;SEP;;Transportation;Number of Transactions;6447.636;2021-09-01;SEP 2021;Transportation :  Number of Transactions
Monthly;2021;DEC;;Transportation;Number of Transactions;7224.303;2021-12-01;DEC 2021;Transportation :  Number of Transactions
Monthly;2021;AUG;;Transportation;Sales;2354779.42015997;2021-08-01;AUG 2021;Transportation :  Sales
Monthly;2021;NOV;;Transportation;Sales;2308939.52862997;2021-11-01;NOV 2021;Transportation :  Sales
Monthly;2021;JAN;;Health;Number of Transactions;22945.293;2021-01-01;JAN 2021;Health :  Number of Transactions
Monthly;2021;AUG;;Health;Number of Transactions;25430.667;2021-08-01;AUG 2021;Health :  Number of Transactions
Monthly;2021;DEC;;Health;Number of Transactions;27649.422;2021-12-01;DEC 2021;Health :  Number of Transactions
Monthly;2021;APR;;Health;Sales;2736298.394;2021-04-01;APR 2021;Health :  Sales
Monthly;2021;MAY;;Health;Sales;2865575.11555001;2021-05-01;MAY 2021;Health :  Sales
Monthly;2021;JUL;;Health;Sales;2856659.87037999;2021-07-01;JUL 2021;Health :  Sales
Monthly;2021;SEP;;Health;Sales;3139635.204;2021-09-01;SEP 2021;Health :  Sales
Monthly;2021;NOV;;Health;Sales;2950826.30962;2021-11-01;NOV 2021;Health :  Sales
Monthly;2021;AUG;;Restaurants & Café;Number of Transactions;131073.286;2021-08-01;AUG 2021;Restaurants & Café :  Number of Transactions
Monthly;2021;MAR;;Restaurants & Café;Sales;4880313.83033113;2021-03-01;MAR 2021;Restaurants & Café :  Sales
Monthly;2021;NOV;;Restaurants & Café;Sales;5810502.18070156;2021-11-01;NOV 2021;Restaurants & Café :  Sales
Monthly;2021;SEP;;Hotels;Number of Transactions;2093.915;2021-09-01;SEP 2021;Hotels :  Number of Transactions
Monthly;2021;JUN;;Hotels;Sales;828118.194209991;2021-06-01;JUN 2021;Hotels :  Sales
Monthly;2021;JAN;;Beverage and Food;Number of Transactions;89737.505;2021-01-01;JAN 2021;Beverage and Food :  Number of Transactions
Monthly;2021;JUN;;Beverage and Food;Number of Transactions;108717.4;2021-06-01;JUN 2021;Beverage and Food :  Number of Transactions
Monthly;2021;MAY;;Beverage and Food;Sales;5859475.37732046;2021-05-01;MAY 2021;Beverage and Food :  Sales
Monthly;2021;JUN;;Beverage and Food;Sales;5884296.89465052;2021-06-01;JUN 2021;Beverage and Food :  Sales
Monthly;2021;JUL;;Beverage and Food;Sales;6020379.49848052;2021-07-01;JUL 2021;Beverage and Food :  Sales
Monthly;2021;FEB;;Clothing and Footwear;Number of Transactions;11256.463;2021-02-01;FEB 2021;Clothing and Footwear :  Number of Transactions
Monthly;2021;APR;;Clothing and Footwear;Number of Transactions;21986.903;2021-04-01;APR 2021;Clothing and Footwear :  Number of Transactions
Monthly;2021;OCT;;Clothing and Footwear;Number of Transactions;16866.943;2021-10-01;OCT 2021;Clothing and Footwear :  Number of Transactions
Monthly;2021;FEB;;Clothing and Footwear;Sales;1963550.90743988;2021-02-01;FEB 2021;Clothing and Footwear :  Sales
Monthly;2021;APR;;Clothing and Footwear;Sales;4259559.912;2021-04-01;APR 2021;Clothing and Footwear :  Sales
Monthly;2021;SEP;;Clothing and Footwear;Sales;2596685.341;2021-09-01;SEP 2021;Clothing and Footwear :  Sales
Monthly;2021;NOV;;Clothing and Footwear;Sales;3404110.90975043;2021-11-01;NOV 2021;Clothing and Footwear :  Sales
Monthly;2021;MAY;;Recreation and Culture;Number of Transactions;7169.523;2021-05-01;MAY 2021;Recreation and Culture :  Number of Transactions
Monthly;2021;DEC;;Recreation and Culture;Number of Transactions;8637.131;2021-12-01;DEC 2021;Recreation and Culture :  Number of Transactions
Monthly;2021;FEB;;Recreation and Culture;Sales;1069786.79946999;2021-02-01;FEB 2021;Recreation and Culture :  Sales
Monthly;2021;APR;;Recreation and Culture;Sales;1122738.952;2021-04-01;APR 2021;Recreation and Culture :  Sales
Monthly;2021;JUN;;Recreation and Culture;Sales;1025058.71830999;2021-06-01;JUN 2021;Recreation and Culture :  Sales
Monthly;2021;SEP;;Recreation and Culture;Sales;1206046.991;2021-09-01;SEP 2021;Recreation and Culture :  Sales
Monthly;2021;OCT;;Recreation and Culture;Sales;1188736.87269;2021-10-01;OCT 2021;Recreation and Culture :  Sales
Monthly;2021;SEP;;Miscellaneous Goods and Services;Sales;3901750.623;2021-09-01;SEP 2021;Miscellaneous Goods and Services :  Sales
Monthly;2021;MAY;;Electronic & Electric Devices;Number of Transactions;2810.706;2021-05-01;MAY 2021;Electronic & Electric Devices :  Number of Transactions
Monthly;2021;JUN;;Electronic & Electric Devices;Number of Transactions;2885.081;2021-06-01;JUN 2021;Electronic & Electric Devices :  Number of Transactions
Monthly;2021;NOV;;Electronic & Electric Devices;Number of Transactions;3261.822;2021-11-01;NOV 2021;Electronic & Electric Devices :  Number of Transactions
Monthly;2021;OCT;;Furniture;Number of Transactions;3804.737;2021-10-01;OCT 2021;Furniture :  Number of Transactions
Monthly;2021;SEP;;Furniture;Sales;1540192.455;2021-09-01;SEP 2021;Furniture :  Sales
Monthly;2021;DEC;;Furniture;Sales;1645619.84616997;2021-12-01;DEC 2021;Furniture :  Sales
Monthly;2021;JAN;;Construction & Building Materials;Number of Transactions;3393.557;2021-01-01;JAN 2021;Construction & Building Materials :  Number of Transactions
Monthly;2021;AUG;;Construction & Building Materials;Number of Transactions;3825.614;2021-08-01;AUG 2021;Construction & Building Materials :  Number of Transactions
Monthly;2021;DEC;;Construction & Building Materials;Sales;1722663.50018995;2021-12-01;DEC 2021;Construction & Building Materials :  Sales
Monthly;2021;AUG;;Jewelry;Number of Transactions;837.97;2021-08-01;AUG 2021;Jewelry :  Number of Transactions
Monthly;2021;APR;;Jewelry;Sales;1255788.706;2021-04-01;APR 2021;Jewelry :  Sales
Monthly;2021;JUL;;Jewelry;Sales;1028379.81356999;2021-07-01;JUL 2021;Jewelry :  Sales
Monthly;2021;AUG;;Jewelry;Sales;896099.531739988;2021-08-01;AUG 2021;Jewelry :  Sales
Monthly;2021;JAN;;Telecommunication;Sales;328154.75831;2021-01-01;JAN 2021;Telecommunication :  Sales
Monthly;2021;APR;;Education;Number of Transactions;200.039;2021-04-01;APR 2021;Education :  Number of Transactions
Monthly;2021;JUL;;Education;Number of Transactions;172.442;2021-07-01;JUL 2021;Education :  Number of Transactions
Monthly;2021;AUG;;Education;Number of Transactions;458.142;2021-08-01;AUG 2021;Education :  Number of Transactions
Monthly;2021;MAR;;Education;Sales;410436.461749999;2021-03-01;MAR 2021;Education :  Sales
Monthly;2021;APR;;Education;Sales;381375.086;2021-04-01;APR 2021;Education :  Sales
Monthly;2021;NOV;;Education;Sales;363488.285929998;2021-11-01;NOV 2021;Education :  Sales
Monthly;2021;MAY;;Public Utilities;Number of Transactions;3286.966;2021-05-01;MAY 2021;Public Utilities :  Number of Transactions
Monthly;2021;JUN;;Public Utilities;Number of Transactions;3657.443;2021-06-01;JUN 2021;Public Utilities :  Number of Transactions
Monthly;2021;JUL;;Public Utilities;Number of Transactions;3766.241;2021-07-01;JUL 2021;Public Utilities :  Number of Transactions
Monthly;2021;AUG;;Public Utilities;Number of Transactions;4019.038;2021-08-01;AUG 2021;Public Utilities :  Number of Transactions
Monthly;2021;OCT;;Public Utilities;Number of Transactions;4126.108;2021-10-01;OCT 2021;Public Utilities :  Number of Transactions
Monthly;2021;FEB;;Public Utilities;Sales;285368.5222;2021-02-01;FEB 2021;Public Utilities :  Sales
Monthly;2021;JUN;;Public Utilities;Sales;364087.478059998;2021-06-01;JUN 2021;Public Utilities :  Sales
Monthly;2021;DEC;;Public Utilities;Sales;313213.493969998;2021-12-01;DEC 2021;Public Utilities :  Sales
Monthly;2021;MAR;;Others;Number of Transactions;80821.779;2021-03-01;MAR 2021;Others :  Number of Transactions
Monthly;2021;MAY;;Others;Number of Transactions;85530.341;2021-05-01;MAY 2021;Others :  Number of Transactions
Monthly;2021;FEB;;Others;Sales;5722222.24320503;2021-02-01;FEB 2021;Others :  Sales
Monthly;2021;APR;;Others;Sales;7677115.081;2021-04-01;APR 2021;Others :  Sales
Annually;2021;;;Recreation and Culture;Number of Transactions;86916.213;2021-01-01;2021;Recreation and Culture :  Number of Transactions
Annually;2021;;;Recreation and Culture;Sales;14114174.9742899;2021-01-01;2021;Recreation and Culture :  Sales
Annually;2021;;;Electronic & Electric Devices;Number of Transactions;36305.793;2021-01-01;2021;Electronic & Electric Devices :  Number of Transactions
Annually;2021;;;Furniture;Sales;17274912.1725197;2021-01-01;2021;Furniture :  Sales
Annually;2021;;;Jewelry;Sales;12918676.1152099;2021-01-01;2021;Jewelry :  Sales
Annually;2021;;;Public Utilities;Number of Transactions;41655.407;2021-01-01;2021;Public Utilities :  Number of Transactions
Annually;2021;;;Public Utilities;Sales;4074405.58899998;2021-01-01;2021;Public Utilities :  Sales
Annually;2021;;;Others;Number of Transactions;1075467.868;2021-01-01;2021;Others :  Number of Transactions
Quarterly;2021;;Q1;Transportation;Number of Transactions;14478.176;2021-01-01;Q1 2021;Transportation :  Number of Transactions
Quarterly;2021;;Q2;Transportation;Number of Transactions;16357.835;2021-04-01;Q2 2021;Transportation :  Number of Transactions
Quarterly;2021;;Q2;Health;Sales;8755253.03003999;2021-04-01;Q2 2021;Health :  Sales
Quarterly;2021;;Q2;Restaurants & Café;Sales;14619351.3762623;2021-04-01;Q2 2021;Restaurants & Café :  Sales
Quarterly;2021;;Q4;Restaurants & Café;Sales;17850202.6431451;2021-10-01;Q4 2021;Restaurants & Café :  Sales
Quarterly;2021;;Q1;Hotels;Sales;1993857.44743997;2021-01-01;Q1 2021;Hotels :  Sales
Quarterly;2021;;Q1;Beverage and Food;Sales;17379487.0067315;2021-01-01;Q1 2021;Beverage and Food :  Sales
Quarterly;2021;;Q3;Beverage and Food;Sales;18272464.7062412;2021-07-01;Q3 2021;Beverage and Food :  Sales
Quarterly;2021;;Q2;Clothing and Footwear;Sales;11481127.6691008;2021-04-01;Q2 2021;Clothing and Footwear :  Sales
Quarterly;2021;;Q3;Recreation and Culture;Number of Transactions;22997.809;2021-07-01;Q3 2021;Recreation and Culture :  Number of Transactions
Quarterly;2021;;Q2;Recreation and Culture;Sales;3424997.75532998;2021-04-01;Q2 2021;Recreation and Culture :  Sales
Quarterly;2021;;Q3;Recreation and Culture;Sales;3442259.75932998;2021-07-01;Q3 2021;Recreation and Culture :  Sales
Quarterly;2021;;Q4;Recreation and Culture;Sales;3595657.40280998;2021-10-01;Q4 2021;Recreation and Culture :  Sales
Quarterly;2021;;Q2;Miscellaneous Goods and Services;Sales;10439338.4912;2021-04-01;Q2 2021;Miscellaneous Goods and Services :  Sales
Quarterly;2021;;Q1;Electronic & Electric Devices;Number of Transactions;8763.809;2021-01-01;Q1 2021;Electronic & Electric Devices :  Number of Transactions
Quarterly;2021;;Q4;Electronic & Electric Devices;Number of Transactions;9760.399;2021-10-01;Q4 2021;Electronic & Electric Devices :  Number of Transactions
Quarterly;2021;;Q3;Electronic & Electric Devices;Sales;3541411.20522997;2021-07-01;Q3 2021;Electronic & Electric Devices :  Sales
Quarterly;2021;;Q1;Furniture;Sales;4469569.28139991;2021-01-01;Q1 2021;Furniture :  Sales
Quarterly;2021;;Q4;Construction & Building Materials;Sales;4981517.48210986;2021-10-01;Q4 2021;Construction & Building Materials :  Sales
Quarterly;2021;;Q3;Jewelry;Number of Transactions;2646.079;2021-07-01;Q3 2021;Jewelry :  Number of Transactions
Quarterly;2021;;Q4;Jewelry;Sales;2738224.28951996;2021-10-01;Q4 2021;Jewelry :  Sales
Quarterly;2021;;Q1;Education;Number of Transactions;731.631;2021-01-01;Q1 2021;Education :  Number of Transactions
Quarterly;2021;;Q4;Education;Number of Transactions;1302.796;2021-10-01;Q4 2021;Education :  Number of Transactions
Quarterly;2021;;Q1;Education;Sales;1744874.29120999;2021-01-01;Q1 2021;Education :  Sales
Quarterly;2021;;Q3;Public Utilities;Number of Transactions;11767.566;2021-07-01;Q3 2021;Public Utilities :  Number of Transactions
Quarterly;2021;;Q1;Others;Number of Transactions;215487.777;2021-01-01;Q1 2021;Others :  Number of Transactions
Quarterly;2021;;Q3;Others;Number of Transactions;291012.886;2021-07-01;Q3 2021;Others :  Number of Transactions
Quarterly;2021;;Q1;Others;Sales;19865663.321966;2021-01-01;Q1 2021;Others :  Sales
Quarterly;2021;;Q2;Total;Sales;118148271.540513;2021-04-01;Q2 2021;Total :  Sales
Monthly;2021;MAY;;Transportation;Number of Transactions;5429.624;2021-05-01;MAY 2021;Transportation :  Number of Transactions
Monthly;2021;JUL;;Transportation;Number of Transactions;5996.572;2021-07-01;JUL 2021;Transportation :  Number of Transactions
Monthly;2021;MAR;;Transportation;Sales;2127864.42155998;2021-03-01;MAR 2021;Transportation :  Sales
Monthly;2021;JUL;;Transportation;Sales;2073718.31555997;2021-07-01;JUL 2021;Transportation :  Sales
Monthly;2021;DEC;;Transportation;Sales;2315447.11447997;2021-12-01;DEC 2021;Transportation :  Sales
Monthly;2021;MAR;;Health;Number of Transactions;23742.499;2021-03-01;MAR 2021;Health :  Number of Transactions
Monthly;2021;JUN;;Health;Number of Transactions;24430.716;2021-06-01;JUN 2021;Health :  Number of Transactions
Monthly;2021;DEC;;Restaurants & Café;Number of Transactions;152995.89;2021-12-01;DEC 2021;Restaurants & Café :  Number of Transactions
Monthly;2021;APR;;Restaurants & Café;Sales;4038278.614;2021-04-01;APR 2021;Restaurants & Café :  Sales
Monthly;2021;AUG;;Restaurants & Café;Sales;5458305.47042155;2021-08-01;AUG 2021;Restaurants & Café :  Sales
Monthly;2021;MAR;;Hotels;Number of Transactions;1844.112;2021-03-01;MAR 2021;Hotels :  Number of Transactions
Monthly;2021;AUG;;Hotels;Number of Transactions;2466.972;2021-08-01;AUG 2021;Hotels :  Number of Transactions
Monthly;2021;DEC;;Hotels;Number of Transactions;2320.281;2021-12-01;DEC 2021;Hotels :  Number of Transactions
Monthly;2021;MAY;;Beverage and Food;Number of Transactions;101188.559;2021-05-01;MAY 2021;Beverage and Food :  Number of Transactions
Monthly;2021;SEP;;Beverage and Food;Number of Transactions;115497.422;2021-09-01;SEP 2021;Beverage and Food :  Number of Transactions
Monthly;2021;OCT;;Beverage and Food;Number of Transactions;120809.458;2021-10-01;OCT 2021;Beverage and Food :  Number of Transactions
Monthly;2021;DEC;;Beverage and Food;Number of Transactions;122327.598;2021-12-01;DEC 2021;Beverage and Food :  Number of Transactions
Monthly;2021;JAN;;Clothing and Footwear;Number of Transactions;16992.672;2021-01-01;JAN 2021;Clothing and Footwear :  Number of Transactions
Monthly;2021;MAY;;Clothing and Footwear;Number of Transactions;25368.601;2021-05-01;MAY 2021;Clothing and Footwear :  Number of Transactions
Monthly;2021;SEP;;Clothing and Footwear;Number of Transactions;16433.155;2021-09-01;SEP 2021;Clothing and Footwear :  Number of Transactions
Monthly;2021;JAN;;Clothing and Footwear;Sales;2910063.36436023;2021-01-01;JAN 2021;Clothing and Footwear :  Sales
Monthly;2021;MAY;;Clothing and Footwear;Sales;4499756.14480069;2021-05-01;MAY 2021;Clothing and Footwear :  Sales
Monthly;2021;MAR;;Recreation and Culture;Number of Transactions;6920.083;2021-03-01;MAR 2021;Recreation and Culture :  Number of Transactions
Monthly;2021;APR;;Recreation and Culture;Number of Transactions;6449.845;2021-04-01;APR 2021;Recreation and Culture :  Number of Transactions
Monthly;2021;JUL;;Recreation and Culture;Number of Transactions;6588.971;2021-07-01;JUL 2021;Recreation and Culture :  Number of Transactions
Monthly;2021;AUG;;Recreation and Culture;Number of Transactions;7597.594;2021-08-01;AUG 2021;Recreation and Culture :  Number of Transactions
Monthly;2021;JAN;;Recreation and Culture;Sales;1356784.85222999;2021-01-01;JAN 2021;Recreation and Culture :  Sales
Monthly;2021;JUL;;Recreation and Culture;Sales;1027051.32499999;2021-07-01;JUL 2021;Recreation and Culture :  Sales
Monthly;2021;DEC;;Recreation and Culture;Sales;1287724.38856999;2021-12-01;DEC 2021;Recreation and Culture :  Sales
Monthly;2021;JAN;;Miscellaneous Goods and Services;Number of Transactions;22753.028;2021-01-01;JAN 2021;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2021;FEB;;Miscellaneous Goods and Services;Number of Transactions;21308.077;2021-02-01;FEB 2021;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2021;MAY;;Miscellaneous Goods and Services;Number of Transactions;34198.138;2021-05-01;MAY 2021;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2021;SEP;;Miscellaneous Goods and Services;Number of Transactions;44596.282;2021-09-01;SEP 2021;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2021;DEC;;Miscellaneous Goods and Services;Number of Transactions;54644.646;2021-12-01;DEC 2021;Miscellaneous Goods and Services :  Number of Transactions
Monthly;2021;JAN;;Miscellaneous Goods and Services;Sales;3077263.85903992;2021-01-01;JAN 2021;Miscellaneous Goods and Services :  Sales
Monthly;2021;MAR;;Electronic & Electric Devices;Number of Transactions;3192.328;2021-03-01;MAR 2021;Electronic & Electric Devices :  Number of Transactions
Monthly;2021;DEC;;Electronic & Electric Devices;Number of Transactions;3279.61;2021-12-01;DEC 2021;Electronic & Electric Devices :  Number of Transactions
Monthly;2021;JUL;;Electronic & Electric Devices;Sales;1091501.44302999;2021-07-01;JUL 2021;Electronic & Electric Devices :  Sales
Monthly;2021;SEP;;Electronic & Electric Devices;Sales;1220401.381;2021-09-01;SEP 2021;Electronic & Electric Devices :  Sales
Monthly;2021;JAN;;Furniture;Number of Transactions;3500.601;2021-01-01;JAN 2021;Furniture :  Number of Transactions
Monthly;2021;MAR;;Furniture;Number of Transactions;4203.287;2021-03-01;MAR 2021;Furniture :  Number of Transactions
Monthly;2021;DEC;;Furniture;Number of Transactions;4379.501;2021-12-01;DEC 2021;Furniture :  Number of Transactions
Monthly;2021;MAR;;Furniture;Sales;1790787.58504996;2021-03-01;MAR 2021;Furniture :  Sales
Monthly;2021;MAY;;Furniture;Sales;1319863.82497997;2021-05-01;MAY 2021;Furniture :  Sales
Monthly;2021;OCT;;Furniture;Sales;1308427.35218998;2021-10-01;OCT 2021;Furniture :  Sales
